STATE,EVENT,NEW_STATE,ACTION
INIT,NEW_COLUMN,COL_PARSEWAIT,ParseCol
COL_PARSEWAIT,COL_PARSE_SUCCESS,COL_LIST_PARSE_SUCCEEDED,ReportError
COL_PARSEWAIT,COL_PARSE_FAILURE,COL_LIST_PARSE_FAILED,ReportError
