STATE,EVENT,NEW_STATE,ACTION
INIT,NEW_SELECT,SELECT_PARSEWAIT,ParseSelect
SELECT_PARSEWAIT,SELECT_PARSE_SUCCESS,CLAUSE_PARSE_SUCCEEDED,ReportError
SELECT_PARSEWAIT,SELECT_PARSE_FAILURE,CLAUSE_PARSEWAIT,StartSelectSubClauseLevelParsing
CLAUSE_PARSEWAIT,CLAUSE_PARSE_FINISHED,CLAUSE_PARSEWAIT,CheckResponses
CLAUSE_PARSEWAIT,ALL_RESPONSES_SUCCESS,UNKNOWN_ERROR,ReportError
CLAUSE_PARSEWAIT,RECEIVED_ALL_RESPONSES,FINALIZED,ReportError
