STATE,EVENT,NEW_STATE,ACTION
INIT,NEW_COL_LIST,COL_LIST_PARSEWAIT,ParseColList
COL_LIST_PARSEWAIT,COL_LIST_PARSE_SUCCESS,COL_LIST_PARSE_SUCCEEDED,ReportError
COL_LIST_PARSEWAIT,COL_LIST_PARSE_FAILURE,CLAUSE_PARSEWAIT,StartColParsing
CLAUSE_PARSEWAIT,CLAUSE_PARSE_FINISHED,CLAUSE_PARSEWAIT,CheckResponses
CLAUSE_PARSEWAIT,ALL_RESPONSES_SUCCESS,UNKNOWN_ERROR,ReportError
CLAUSE_PARSEWAIT,RECEIVED_ALL_RESPONSES,FINALIZED,ReportError
