STATE,EVENT,NEW_STATE,ACTION
INIT,NEW_WHERE,WHERE_PARSEWAIT,ParseWhere
WHERE_PARSEWAIT,WHERE_PARSE_SUCCESS,CLAUSE_PARSE_SUCCEEDED,ReportError
WHERE_PARSEWAIT,WHERE_PARSE_FAILURE,CLAUSE_PARSEWAIT,StartWhereSubClauseLevelParsing
CLAUSE_PARSEWAIT,CLAUSE_PARSE_FINISHED,CLAUSE_PARSEWAIT,CheckResponses
CLAUSE_PARSEWAIT,ALL_RESPONSES_SUCCESS,UNKNOWN_ERROR,ReportError
CLAUSE_PARSEWAIT,RECEIVED_ALL_RESPONSES,FINALIZED,ReportError
