STATE,EVENT,NEW_STATE,ACTION
INIT,NEW_SELECT_SUBCLAUSE,SELECT_SUBCLAUSE_PARSEWAIT,ParseSelectSubclause
SELECT_SUBCLAUSE_PARSEWAIT,SELECT_SUBCLAUSE_PARSE_SUCCESS,CLAUSE_PARSE_SUCCEEDED,ReportError
SELECT_SUBCLAUSE_PARSEWAIT,SELECT_SUBCLAUSE_PARSE_FAILURE,CLAUSE_PARSE_FAILED,ReportError
